team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VAN,2025,VAN,VAN,Team Level,4on5,80,0.11,0.14,0.15,19667.0,58.76,5.38,2.55,8.35,1.78,17.44,41.51,5.19,5.38,5.19,58.0,19.0,7.0,84.0,7.0,4.0,0.0,7.0,0.0,18.0,41.0,51.0,70.0,10.0,20.0,177.0,64.0,25.0,31.0,54.0,19.0,4.0,1.62,2.66,1.09,2.0,5.0,0.0,84.0,77.0,77.0,28.0,0.58,0.57,0.57,5.39,5.39,5.24,320.97,45.48,29.37,66.84,10.57,177.75,91.98,42.65,45.48,42.65,284.0,138.0,102.0,524.0,54.0,45.0,5.0,54.0,0.0,139.0,130.0,230.0,368.0,16.0,32.0,190.0,17.0,12.0,69.0,270.0,94.0,58.0,7.71,11.39,26.37,9.0,15.0,30.0,524.0,422.0,422.0,7.0,7.69,8.7,8.7,44.48,44.48,42.64
VAN,2025,VAN,VAN,Team Level,5on4,80,0.91,0.89,0.87,20906.0,339.98,46.34,32.23,73.12,11.27,192.84,102.19,43.02,46.34,43.02,302.0,156.0,136.0,594.0,48.0,52.0,9.0,62.0,0.0,173.0,123.0,254.0,410.0,8.0,16.0,187.0,18.0,7.0,65.0,325.0,66.0,67.0,8.33,8.05,29.97,5.0,10.0,33.0,594.0,458.0,458.0,3.0,8.41,14.51,14.51,40.24,40.24,39.02,49.39,4.68,2.57,7.87,1.69,15.6,33.6,4.54,4.68,4.54,51.0,15.0,11.0,77.0,3.0,3.0,0.0,4.0,0.0,15.0,41.0,48.0,63.0,7.0,14.0,172.0,43.0,26.0,30.0,44.0,17.0,5.0,1.19,2.14,1.34,2.0,1.0,0.0,77.0,66.0,66.0,22.0,0.6,0.72,0.72,4.56,4.56,4.49
PHI,2025,PHI,PHI,Team Level,other,81,0.56,0.52,0.52,10266.0,158.04,36.83,11.05,28.54,5.44,80.29,55.91,34.71,36.83,34.71,143.0,76.0,85.0,304.0,38.0,11.0,3.0,22.0,0.0,81.0,67.0,105.0,181.0,6.0,12.0,105.0,30.0,22.0,33.0,110.0,53.0,56.0,4.1,6.29,26.44,9.0,7.0,22.0,304.0,219.0,219.0,14.0,3.22,2.87,2.87,37.11,37.11,35.43,152.78,29.38,10.17,28.05,4.89,77.18,56.33,28.1,29.38,28.1,135.0,71.0,74.0,280.0,30.0,12.0,1.0,14.0,1.0,66.0,83.0,105.0,176.0,15.0,28.0,151.0,26.0,19.0,42.0,112.0,56.0,38.0,5.05,6.57,17.75,5.0,10.0,15.0,280.0,206.0,206.0,19.0,2.78,3.14,3.14,29.03,29.03,28.33
PHI,2025,PHI,PHI,Team Level,all,81,0.51,0.48,0.49,298045.0,2336.75,239.91,168.09,554.86,79.37,1237.23,892.6,228.3,240.3,228.68,2064.0,1109.0,1132.0,4305.0,236.0,256.0,28.0,436.0,5.0,1099.0,1141.0,1828.0,2937.0,302.0,689.0,2189.0,1861.0,345.0,1186.0,2275.0,638.0,260.0,69.51,77.98,92.42,88.0,79.0,69.0,4305.25,3173.0,3173.11,566.0,37.95,55.24,55.36,222.44,222.85,216.85,2399.82,229.54,162.8,575.26,80.2,1291.47,937.82,220.12,230.34,220.91,2058.0,1220.0,1319.0,4597.0,237.0,235.0,24.0,389.0,3.0,1188.0,1226.0,1821.0,3041.0,299.0,673.0,2228.0,1704.0,354.0,1206.0,2467.0,568.0,243.0,76.29,67.93,85.32,97.0,81.0,59.0,4611.4,3278.0,3290.2,554.0,36.3,48.56,48.56,217.21,217.93,212.4
PHI,2025,PHI,PHI,Team Level,5on5,81,0.51,0.48,0.49,242043.0,1761.09,152.64,118.75,437.46,59.43,935.32,691.41,147.04,153.02,147.43,1553.0,842.0,903.0,3298.0,159.0,176.0,15.0,352.0,5.0,833.0,870.0,1394.0,2236.0,265.0,604.0,1692.0,1773.0,290.0,1051.0,1779.0,480.0,136.0,55.28,59.19,38.18,72.0,63.0,24.0,3298.25,2395.0,2395.11,512.0,24.77,35.56,35.98,141.42,141.84,139.65,1839.47,148.21,117.97,464.53,61.98,989.84,736.55,143.26,149.01,144.05,1552.0,968.0,1079.0,3599.0,147.0,180.0,16.0,315.0,2.0,922.0,954.0,1405.0,2373.0,254.0,584.0,1693.0,1607.0,287.0,1038.0,1963.0,409.0,148.0,57.73,49.07,41.41,74.0,57.0,16.0,3613.4,2520.0,2532.2,485.0,24.55,35.4,35.4,137.29,138.01,135.88
PHI,2025,PHI,PHI,Team Level,4on5,81,0.12,0.12,0.14,23345.0,57.3,6.34,3.17,8.77,1.8,18.18,38.73,6.25,6.34,6.25,65.0,12.0,7.0,84.0,6.0,3.0,0.0,3.0,0.0,11.0,54.0,59.0,71.0,8.0,24.0,200.0,37.0,26.0,40.0,48.0,20.0,9.0,1.33,2.47,2.54,1.0,4.0,1.0,84.0,77.0,77.0,37.0,0.72,1.03,1.03,6.04,6.04,6.0,353.11,46.94,32.04,74.43,11.61,207.65,107.34,43.86,46.94,43.86,313.0,167.0,154.0,634.0,53.0,39.0,7.0,55.0,0.0,189.0,144.0,260.0,427.0,18.0,34.0,188.0,16.0,17.0,77.0,339.0,89.0,52.0,11.54,10.52,24.87,14.0,11.0,28.0,634.0,480.0,480.0,7.0,8.37,9.19,9.19,46.12,46.12,43.48
PHI,2025,PHI,PHI,Team Level,5on4,81,0.9,0.88,0.87,22391.0,360.32,44.1,35.12,80.09,12.7,203.43,106.55,40.3,44.1,40.3,303.0,179.0,137.0,619.0,33.0,66.0,10.0,59.0,0.0,174.0,150.0,270.0,449.0,23.0,49.0,192.0,21.0,7.0,62.0,338.0,85.0,59.0,8.8,10.04,25.26,6.0,5.0,22.0,619.0,482.0,482.0,3.0,9.24,15.78,15.47,37.86,37.86,35.77,54.47,5.01,2.61,8.26,1.72,16.79,37.61,4.9,5.01,4.9,58.0,14.0,12.0,84.0,7.0,4.0,0.0,5.0,0.0,11.0,45.0,51.0,65.0,12.0,27.0,196.0,55.0,31.0,49.0,53.0,14.0,5.0,1.95,1.77,1.29,4.0,3.0,0.0,84.0,72.0,72.0,43.0,0.59,0.83,0.83,4.78,4.78,4.7
COL,2025,COL,COL,Team Level,other,80,0.58,0.5,0.52,9589.0,149.54,40.9,9.83,25.23,4.95,76.95,50.13,37.82,40.9,37.82,128.0,80.0,60.0,268.0,39.0,12.0,2.0,18.0,1.0,80.0,58.0,89.0,169.0,6.0,12.0,123.0,28.0,17.0,59.0,108.0,43.0,57.0,4.63,5.27,31.0,6.0,6.0,27.0,268.0,208.0,208.0,15.0,2.91,4.26,4.26,39.55,39.55,37.28,139.73,29.25,10.09,26.28,4.81,79.94,44.62,26.31,29.25,26.31,121.0,74.0,78.0,273.0,24.0,13.0,1.0,10.0,0.0,88.0,60.0,97.0,171.0,5.0,10.0,118.0,24.0,18.0,29.0,109.0,49.0,37.0,4.46,5.85,18.95,8.0,0.0,16.0,273.0,195.0,195.0,14.0,2.97,3.07,3.13,29.1,29.1,26.63
COL,2025,COL,COL,Team Level,all,80,0.56,0.56,0.55,291888.0,2926.15,293.17,200.14,714.69,98.06,1592.22,1133.72,277.1,297.01,280.77,2694.0,1338.0,1538.0,5570.0,293.0,313.0,40.0,567.0,2.0,1533.0,1324.0,2401.0,3739.0,256.0,543.0,2396.0,1339.0,360.0,1265.0,2990.0,726.0,316.0,92.27,90.19,110.71,136.0,73.0,84.0,5690.5,4032.0,4098.93,536.0,44.47,67.15,67.15,270.49,273.78,264.25,2391.46,227.87,166.4,580.33,80.56,1275.33,916.58,215.47,225.84,213.53,2091.0,1157.0,1142.0,4390.0,196.0,284.0,20.0,464.0,3.0,1121.0,1180.0,1895.0,3052.0,281.0,598.0,2292.0,1665.0,372.0,1255.0,2396.0,606.0,246.0,67.86,77.0,83.0,77.0,61.0,58.0,4310.21,3248.0,3204.98,626.0,37.3,54.98,55.07,210.03,208.3,202.15
COL,2025,COL,COL,Team Level,5on5,80,0.57,0.57,0.56,235455.0,2313.8,197.95,151.41,593.95,78.15,1256.28,917.26,189.69,201.8,193.37,2138.0,1057.0,1312.0,4507.0,212.0,254.0,31.0,459.0,1.0,1216.0,1053.0,1926.0,2983.0,226.0,479.0,1835.0,1245.0,296.0,1082.0,2448.0,543.0,204.0,74.49,68.36,55.09,120.0,58.0,34.0,4627.5,3195.0,3261.93,479.0,31.59,52.11,52.11,177.42,180.71,176.76,1863.21,152.11,121.68,473.94,62.74,988.39,734.19,145.62,150.08,143.68,1608.0,926.0,924.0,3458.0,127.0,223.0,14.0,392.0,3.0,860.0,929.0,1481.0,2407.0,251.0,533.0,1779.0,1568.0,300.0,1092.0,1930.0,461.0,143.0,53.29,59.5,39.32,59.0,50.0,18.0,3378.21,2534.0,2490.98,563.0,25.33,40.92,41.18,136.2,134.47,132.25
COL,2025,COL,COL,Team Level,4on5,80,0.11,0.14,0.15,22573.0,58.51,5.19,2.9,9.27,1.99,18.94,40.7,5.08,5.19,5.08,61.0,18.0,11.0,90.0,2.0,4.0,0.0,4.0,0.0,22.0,47.0,59.0,77.0,15.0,31.0,173.0,50.0,30.0,49.0,56.0,17.0,6.0,1.49,2.18,1.52,0.0,0.0,2.0,90.0,79.0,79.0,38.0,0.67,0.83,0.83,5.03,5.03,4.98,329.42,40.99,31.61,70.93,11.11,188.23,98.13,38.07,40.99,38.07,293.0,148.0,132.0,573.0,34.0,47.0,5.0,58.0,0.0,165.0,137.0,259.0,407.0,16.0,37.0,221.0,15.0,12.0,85.0,300.0,82.0,59.0,8.37,9.7,22.92,7.0,5.0,22.0,573.0,441.0,441.0,7.0,8.3,10.95,10.72,38.58,38.58,37.15
COL,2025,COL,COL,Team Level,5on4,80,0.9,0.89,0.88,24271.0,404.3,49.14,35.99,86.24,12.97,240.05,125.62,44.5,49.14,44.5,367.0,183.0,155.0,705.0,40.0,43.0,7.0,86.0,0.0,215.0,166.0,327.0,510.0,9.0,21.0,265.0,16.0,17.0,75.0,378.0,123.0,49.0,11.66,14.38,23.1,10.0,9.0,21.0,705.0,550.0,550.0,4.0,9.29,9.94,9.94,48.48,48.48,45.22,59.09,5.5,3.01,9.19,1.9,18.77,39.63,5.47,5.5,5.47,69.0,9.0,8.0,86.0,11.0,1.0,0.0,4.0,0.0,8.0,54.0,58.0,67.0,9.0,18.0,174.0,58.0,42.0,49.0,57.0,14.0,7.0,1.74,1.96,1.81,3.0,6.0,2.0,86.0,78.0,78.0,42.0,0.7,0.04,0.04,6.15,6.15,6.11
MIN,2025,MIN,MIN,Team Level,other,81,0.55,0.55,0.56,9545.0,173.68,38.84,13.01,31.36,6.59,96.36,56.83,36.06,38.84,36.06,152.0,91.0,72.0,315.0,39.0,18.0,2.0,24.0,0.0,92.0,70.0,113.0,204.0,11.0,25.0,110.0,13.0,11.0,29.0,137.0,51.0,55.0,5.46,6.38,26.99,5.0,9.0,25.0,315.0,243.0,243.0,11.0,3.95,3.68,2.83,39.97,39.97,37.56,142.63,31.16,10.21,25.62,4.82,76.86,44.33,28.72,31.16,28.72,133.0,60.0,65.0,258.0,32.0,10.0,2.0,18.0,1.0,77.0,55.0,101.0,161.0,13.0,29.0,127.0,29.0,17.0,34.0,112.0,42.0,39.0,4.18,5.0,21.98,6.0,7.0,19.0,258.0,193.0,193.0,11.0,3.15,3.04,3.04,31.26,31.26,29.1
MIN,2025,MIN,MIN,Team Level,all,81,0.52,0.49,0.5,296990.0,2649.47,262.2,189.39,626.03,89.65,1430.36,1026.36,248.48,264.53,250.66,2374.0,1250.0,1231.0,4855.0,265.0,302.0,27.0,463.0,3.0,1300.0,1291.0,2109.0,3359.0,259.0,592.0,2165.0,1717.0,366.0,1211.0,2649.0,685.0,290.0,77.2,82.36,102.65,97.0,89.0,79.0,4916.89,3624.0,3664.59,531.0,42.78,59.09,59.09,245.9,247.8,240.0,2628.13,238.13,183.49,635.39,88.21,1443.45,1029.34,226.32,236.9,225.21,2377.0,1241.0,1387.0,5005.0,233.0,265.0,30.0,531.0,8.0,1276.0,1305.0,2144.0,3385.0,296.0,672.0,2477.0,1500.0,352.0,1221.0,2817.0,579.0,222.0,82.27,73.31,82.56,86.0,78.0,69.0,4972.07,3618.0,3592.69,597.0,40.87,54.75,55.63,223.37,222.47,215.95
MIN,2025,MIN,MIN,Team Level,5on5,81,0.51,0.48,0.49,243755.0,2041.49,172.12,138.09,501.09,68.15,1094.75,816.79,164.8,174.44,166.98,1828.0,963.0,1004.0,3795.0,164.0,229.0,17.0,364.0,2.0,1016.0,1016.0,1664.0,2627.0,227.0,519.0,1671.0,1655.0,315.0,1049.0,2087.0,529.0,175.0,59.77,63.71,48.63,80.0,63.0,21.0,3856.89,2791.0,2831.59,481.0,28.76,44.02,44.69,156.19,158.11,155.06,2101.04,162.45,139.56,530.4,70.73,1153.01,844.85,155.96,161.21,154.85,1873.0,1028.0,1165.0,4066.0,158.0,206.0,17.0,440.0,5.0,1012.0,1080.0,1715.0,2743.0,257.0,584.0,1947.0,1401.0,298.0,1088.0,2310.0,461.0,130.0,67.25,58.78,36.41,73.0,62.0,23.0,4033.07,2901.0,2875.69,541.0,29.03,37.93,37.93,153.54,152.64,149.62
MIN,2025,MIN,MIN,Team Level,4on5,81,0.08,0.1,0.12,19998.0,47.23,3.26,2.14,7.3,1.4,14.72,33.18,3.24,3.26,3.24,58.0,4.0,5.0,67.0,6.0,0.0,0.0,2.0,0.0,7.0,47.0,52.0,56.0,9.0,24.0,175.0,29.0,23.0,35.0,48.0,11.0,3.0,1.1,1.36,0.81,1.0,5.0,0.0,67.0,62.0,62.0,31.0,0.51,0.0,0.0,3.77,3.77,3.75,332.41,39.92,31.13,71.27,10.96,196.28,103.44,37.13,39.92,37.13,316.0,137.0,146.0,599.0,39.0,45.0,10.0,68.0,2.0,173.0,126.0,277.0,414.0,14.0,31.0,188.0,16.0,13.0,55.0,342.0,61.0,50.0,9.46,7.34,23.12,5.0,8.0,26.0,599.0,453.0,453.0,5.0,8.09,13.02,13.9,34.11,34.11,32.83
MIN,2025,MIN,MIN,Team Level,5on4,81,0.91,0.89,0.88,23692.0,387.06,47.98,36.14,86.27,13.51,224.54,119.55,44.39,47.98,44.39,336.0,192.0,150.0,678.0,56.0,55.0,8.0,73.0,1.0,185.0,158.0,280.0,472.0,12.0,24.0,209.0,20.0,17.0,98.0,377.0,94.0,57.0,10.86,10.91,26.2,11.0,12.0,33.0,678.0,528.0,528.0,8.0,9.57,11.39,11.57,45.97,45.97,43.63,52.05,4.6,2.58,8.1,1.7,17.3,36.71,4.5,4.6,4.5,55.0,16.0,11.0,82.0,4.0,4.0,1.0,5.0,0.0,14.0,44.0,51.0,67.0,12.0,28.0,215.0,54.0,24.0,44.0,53.0,15.0,3.0,1.38,2.18,1.05,2.0,1.0,1.0,82.0,71.0,71.0,40.0,0.6,0.76,0.76,4.45,4.45,4.39
UTA,2025,UTA,UTA,Team Level,other,80,0.47,0.49,0.5,9892.0,127.84,31.68,8.38,21.07,4.38,70.12,41.37,29.3,31.68,29.3,118.0,59.0,52.0,229.0,34.0,10.0,1.0,20.0,0.0,74.0,39.0,84.0,143.0,3.0,6.0,124.0,20.0,7.0,37.0,82.0,49.0,46.0,3.8,5.7,22.18,5.0,10.0,19.0,229.0,177.0,177.0,18.0,2.3,2.24,2.24,31.74,31.74,29.47,130.58,35.2,9.65,24.23,4.75,69.24,36.93,32.44,35.2,32.44,121.0,59.0,60.0,240.0,28.0,18.0,4.0,22.0,0.0,71.0,41.0,93.0,152.0,2.0,4.0,110.0,20.0,16.0,28.0,87.0,47.0,46.0,3.24,5.82,26.13,3.0,7.0,18.0,240.0,180.0,180.0,14.0,2.87,5.21,5.21,32.86,32.86,31.15
UTA,2025,UTA,UTA,Team Level,all,80,0.51,0.52,0.52,289627.0,2534.12,255.06,172.03,601.79,85.76,1358.87,977.5,242.02,256.12,243.06,2214.0,1237.0,1328.0,4779.0,260.0,246.0,25.0,450.0,3.0,1294.0,1198.0,1954.0,3191.0,291.0,648.0,2260.0,1544.0,345.0,1315.0,2499.0,686.0,266.0,77.27,84.64,93.14,94.0,90.0,76.0,4812.31,3451.0,3469.93,594.0,38.07,52.6,53.47,239.66,241.06,233.31,2382.99,246.89,164.77,571.63,80.54,1252.24,911.94,234.37,246.97,234.47,2093.0,1135.0,1203.0,4431.0,232.0,282.0,40.0,451.0,1.0,1186.0,1076.0,1861.0,2996.0,274.0,615.0,2329.0,1717.0,378.0,1234.0,2336.0,636.0,256.0,70.82,78.77,97.3,82.0,81.0,69.0,4421.22,3228.0,3226.12,555.0,37.15,60.39,60.64,223.4,223.3,216.4
UTA,2025,UTA,UTA,Team Level,5on5,80,0.52,0.53,0.53,235381.0,2022.93,172.26,132.27,503.28,68.49,1082.86,797.84,165.93,173.32,166.98,1750.0,1007.0,1139.0,3896.0,180.0,196.0,18.0,376.0,2.0,1039.0,964.0,1570.0,2577.0,258.0,579.0,1765.0,1468.0,298.0,1142.0,2087.0,512.0,158.0,64.69,63.4,44.17,83.0,69.0,28.0,3929.31,2757.0,2775.93,514.0,27.55,40.15,40.38,159.42,160.82,158.03,1821.76,156.66,117.32,458.42,61.48,954.52,722.61,150.32,156.75,150.42,1595.0,876.0,976.0,3447.0,158.0,203.0,24.0,359.0,1.0,907.0,843.0,1437.0,2313.0,249.0,562.0,1806.0,1637.0,315.0,1073.0,1851.0,474.0,146.0,56.67,58.9,41.08,67.0,65.0,26.0,3437.22,2471.0,2469.12,503.0,24.46,38.64,38.9,142.22,142.12,139.27
UTA,2025,UTA,UTA,Team Level,4on5,80,0.09,0.11,0.13,23009.0,53.0,4.68,2.82,8.77,1.86,18.25,36.63,4.63,4.68,4.63,52.0,21.0,9.0,82.0,6.0,3.0,1.0,2.0,0.0,15.0,47.0,46.0,67.0,12.0,24.0,189.0,40.0,24.0,61.0,51.0,17.0,5.0,1.3,2.14,1.24,1.0,3.0,2.0,82.0,73.0,73.0,55.0,0.64,0.45,0.45,4.88,4.88,4.83,372.65,49.57,35.05,80.21,12.53,210.88,113.75,46.34,49.57,46.34,328.0,174.0,152.0,654.0,43.0,56.0,12.0,65.0,0.0,193.0,145.0,285.0,459.0,12.0,24.0,211.0,12.0,13.0,88.0,347.0,98.0,57.0,9.18,11.95,28.45,10.0,8.0,25.0,654.0,502.0,502.0,3.0,9.2,15.81,15.8,42.98,42.98,40.72
UTA,2025,UTA,UTA,Team Level,5on4,80,0.89,0.86,0.86,21345.0,330.37,46.44,28.57,68.66,11.04,187.64,101.66,42.15,46.44,42.15,294.0,150.0,128.0,572.0,40.0,37.0,5.0,52.0,1.0,166.0,148.0,254.0,404.0,18.0,39.0,182.0,16.0,16.0,75.0,279.0,108.0,57.0,7.48,13.41,25.54,5.0,8.0,27.0,572.0,444.0,444.0,7.0,7.57,9.75,10.39,43.61,43.61,40.97,58.01,5.46,2.74,8.76,1.78,17.6,38.66,5.28,5.46,5.28,49.0,26.0,15.0,90.0,3.0,5.0,0.0,5.0,0.0,15.0,47.0,46.0,72.0,11.0,25.0,202.0,48.0,34.0,45.0,51.0,17.0,7.0,1.72,2.1,1.64,2.0,1.0,0.0,90.0,75.0,75.0,35.0,0.62,0.73,0.73,5.35,5.35,5.26
